IES;DOCENTES PERMANENTES;REFERÊNCIAS 
USP;HOFF, Paulo Marcelo Gehm ;Hajjar, L. A. ., Mauad, T. ., Galas, F. R. B. G. ., Kumar, A. ., da Silva, L. F. F. ., Dolhnikoff, M. ., Trielli, T. ., Almeida, J. P. ., Borsato, M. R. L. ., Abdalla, E. ., Pierrot, L. ., Kalil Filho, R. .,Auler, J. O. C. ., Saldiva, P. H. N. ., Hoff PM ., HOFF, P. M. . Severe novel influenza A (H1N1) infection in cancer patients. Annals of Oncology, v. 21, p. 2333-2341, 2010.
USP;HOFF, Paulo Marcelo Gehm ;Takahashi TK ., Barbosa CCL ., Bugano D ., Takagaki TY ., Feher O ., Hoff PM ., HOFF, P. M. ., Castro Jr G . Carcinoma pulmonar de células não-pequenas em pacientes com idade igual ou superior a 65 anos tratados com quimioterapia: análise de segurança e eficácia. Revista Brasileira de Oncologia Clínica, v. 7(22), p. 108-113, 2010.
USP;HOFF, Paulo Marcelo Gehm ;Fernandes GS ., Blanke CD ., Freitas D ., Guedes R ., Hoff PM ., HOFF, P. M. . Perioperative treatment of gastrointestinal stromal tumors. Oncology (Basel), v. 23, p. 54-61, 2009.
USP;HOFF, Paulo Marcelo Gehm ;Arai RJ ., Hoff PM ., HOFF, P. M. ., de Castro G Jr ., Stern A . Ethical responsibility of phase 0 trials. Clinical Cancer Research, v. 1, p. 1121-1122, 2009.
USP;HOFF, Paulo Marcelo Gehm ;Akaishi E ., Teixeira F ., Katayama M ., Mizumoto N ., Costa FP ., Buzaid AC ., Hoff PM ., HOFF, P. M. . Peritonectomy for peritoneal carcinomatosis: long-term outcomes form a single Brazilian institution. World Journal of Surgery, v. Jan, p. a ser informada-a ser informada, 2009.
USP;HOFF, Paulo Marcelo Gehm ;Claret L ., Girard P ., Hoff PM ., HOFF, P. M. ., Van Cutsem E ., Zuideveld K ., Jorga K ., Fagerberg J ., Bruno R . Model-based prediction of phase III overalll survival in colorectal cancer on the basis of phase Ii tumor dynamics. Journal of Clinical Oncology, v. 27, p. 1-1, 2009.
USP;HOFF, Paulo Marcelo Gehm ;dos Santos Fernandes G ., de Castro Cotti GC ., Freitas D ., Hoff PM ., HOFF, P. M. . Downstaging of a rectal gastrointestinal stromal tumor by neoadjuvant imatinib therapy allowing for a conservative surgical approach. Clinics (USP. Impresso), v. 64, p. 819-821, 2009.
USP;HOFF, Paulo Marcelo Gehm ;Freitas D ., dos Santos Fernandes G ., Hoff PM ., HOFF, P. M. ., Cunha JE . Medical management of pancreatic adenocarcinoma. Pancreatology, v. 9, p. 223-232, 2009.
USP;HOFF, Paulo Marcelo Gehm ;Saad ED ., Katz A ., Hoff PM ., HOFF, P. M. ., Buyse M . Progression-free survival as surrogate and as true end point: insights from the breat and colorectal cancer literature. Annals of Oncology, v. 21, p. 7-12, 2009.
USP;HOFF, Paulo Marcelo Gehm ;Politano S ., Overman M ., Pathak P ., Chadha R ., Glover K ., Chang DZ ., Wolff RA ., Hoff PM ., HOFF, P. M. ., Abbruzzese J ., Eng C ., Kopetz S . Second-line chemotherapy use in metastatic colon cancer varies by disease responsiveness. Clinical Colorectal Cancer, v. 7, p. 55-59, 2008.
USP;HOFF, Paulo Marcelo Gehm ;Yao, J. C. ., Phan, A. ., Hoff PM ., Chen, H. X. ., Charnsangavej, C. ., Yeung, S.-C. J. ., Hess, K. ., Ng, C. ., Abbruzzese, J. L. ., Ajani, J. A. ., Hoff PM ., HOFF, P. M. . Targeting Vascular Endothelial Growth Factor in Advanced Carcinoid Tumor: A Random Assignment Phase II Study of Depot Octreotide With Bevacizumab and Pegylated Interferon Alfa-2b. Journal of Clinical Oncology, v. 26, p. 1316-1323, 2008.
USP;HOFF, Paulo Marcelo Gehm ;Haller, D. G. ., Cassidy, J. ., Clarke, S. J. ., Cunningham, D. ., Van Cutsem, E. ., Hoff PM ., HOFF, P. M. ., Rothenberg, M. L. ., Saltz, L. B. ., Schmoll, H.-J. ., Allegra, C. ., Bertino, J. R. ., Douillard, J.-Y. ., Gustavsson, B. G. ., Milano, G. ., O Connell M ., Rustum, Y. ., Tabernero, J. ., Gilberg, F. ., Sirzen, F. ., Twelves, C. . Potential Regional Differences for the Tolerability Profiles of Fluoropyrimidines. Journal of Clinical Oncology, v. 26, p. 2118-2123, 2008.
USP;HOFF, Paulo Marcelo Gehm ;Whitehead, Robert P. ., Rankin, Cathryn ., Hoff PM ., Hoff, Paulo M. G. ., Gold, Philip J. ., Billingsley, Kevin G. ., Chapman, Robert A. ., Wong, Lucas ., Ward, John H. ., Abbruzzese, James L. ., Blanke, Charles D. . Phase II trial of romidepsin (NSC-630176) in previously treated colorectal cancer patients with advanced disease: a Southwest Oncology Group study (S0336). Investigational New Drugs, p. 00-00, 2008.
USP;HOFF, Paulo Marcelo Gehm ;Overmann MJ ., Kopetz S ., Wen S ., Hoff PM ., HOFF, P. M. ., Fogelman D ., Morris J ., Abbruzzese JL ., Ajani JA ., Wolff RA . Chemotherapy with 5-fluorouracil and a platinum compound improves outcomes in metastatic small bowel adenocarcinoma. Cancer, v. 113, p. 2038-2045, 2008.
USP;HOFF, Paulo Marcelo Gehm ;Hoff PM ., Kopetz, S ., Thomas, M B ., Langleben, A ., Rinaldi, D ., Anthony, L ., Wolff, R A ., Lassere, Y ., Abbruzzese, J L ., Hoff PM ., HOFF, P. M. . A phase II study of UFT with leucovorin administered as a twice daily schedule in the treatment of patients with metastatic colorectal cancer. British Journal of Cancer, v. 99, p. 722-726, 2008.
USP;HOFF, Paulo Marcelo Gehm ;Saad, Everardo D. ., Pinheiro, Cecília M. A. ., Masson, André L. S. ., Borghesi, Gustavo ., Hoff PM .,Hoff, Paulo M. G. ., Prisco, Flavio E. . Increasing output and low publication rate of Brazilian studies presented at the American Society of Clinical Oncology Annual Meetings. Clinics (São Paulo), v. 63, p. 293-296, 2008.
USP;HOFF, Paulo Marcelo Gehm ;Overman, Michael J. ., Varadhachary, Gauri ., Kopetz, Scott ., Thomas, Melanie B. ., Fukushima, Masakazu ., Kuwata, Keizo ., Mita, Akira ., Wolff, Robert A. ., Xiong, Henry ., Hoff PM ., HOFF, P. M. ., Abbruzzese, James L. . Phase 1 study of TAS-102 administered once daily on a 5-day-per-week schedule in patients with solid tumors. Investigational New Drugs, v. 26, p. 445-454, 2008.
USP;HOFF, Paulo Marcelo Gehm ;Kopetz S ., Freitas D ., Calabrich AF ., Hoff PM ., HOFF, P. M. . Adjuvant chemotherapy for stage II colon cancer. Oncology (Basel), v. mar, p. 260-270, 2008.
USP;HOFF, Paulo Marcelo Gehm ;HÉNIN, E ., YOU, B ., VANCUTSEM, E ., HOFF, PM ., CASSIDY, J ., TWELVES, C ., ZUIDEVELD, KP ., SIRZEN, F ., DARTOIS, C ., FREYER, G ., TOD, M ., GIRARD, P . A Dynamic Model of Hand-and-Foot Syndrome in Patients Receiving Capecitabine. Clinical Pharmacology and Therapeutics, v. 85, p. 418-425, 2008.
USP;HOFF, Paulo Marcelo Gehm ;Rhee J ., Hoff PM ., Hoff, Paulo M. . EGFR-Targeted Therapies in Colorectal Cancer. Diseases of the Colon & Rectum, v. 50, n.10, p. 1259-1270, 2007.
USP;HOFF, Paulo Marcelo Gehm ;Phan, Lan K. ., Hoff PM ., Hoff, Paulo M. . Evidence of Clinical Activity for Cetuximab Combined with Irinotecan in a Patient with Refractory Anal Canal Squamous-Cell Carcinoma: Report of a Case. Diseases of the Colon & Rectum, v. 50, p. 395-398, 2007.
USP;HOFF, Paulo Marcelo Gehm ;Hoff PM ., Ellis, L. M. ., Hoff PM ., HOFF, P. M. . Targeted Therapy Trials: Approval Strategies, Target Validation, or Helping Patients?. Journal of Clinical Oncology, v. 25, p. 1639-1641, 2007.
USP;HOFF, Paulo Marcelo Gehm ;Yao JC ., Hoff PM . Preface. Hematology/Oncology Clinics of North America, v. 21, p. xiii-xiv, 2007.
USP;HOFF, Paulo Marcelo Gehm ;Hoff AO ., Hoff PM ., Hoff PM ., HOFF, P. M. . Medullary Thyroid Carcinoma. Hematology/Oncology Clinics of North America, v. 21, p. 475-488, 2007.
USP;HOFF, Paulo Marcelo Gehm ;YAO, J ., Hoff PM ., Hoff PM ., HOFF, P. M. . Molecular Targeted Therapy for Neuroendocrine Tumors. Hematology/Oncology Clinics of North America, v. 21, p. 575-581, 2007.
USP;HOFF, Paulo Marcelo Gehm ;Hoff PM . Novel agents and targets for the therapy of advanced colon cancer. Clinical Advances in Hematology & Oncology: H&O, v. 5, p. 365-366, 2007.
USP;HOFF, Paulo Marcelo Gehm ;Verslype C ., Van Cutsem E ., Dicato M ., Cascinu S ., Cunningham D ., Diaz-Rubio E ., Glimelius B ., Haller D ., Haustermans K ., Heinemann V ., Hoff PM ., Johnston PG ., Kerr D ., Labianca R . The management of pancreatic cancer. Current expert opinion and recommendations derived from the 8th world congress on gastrointestinal cancer. Annals of Oncology, v. 18, p. vii1-vii10, 2007.
USP;HOFF, Paulo Marcelo Gehm ;Saltz, L. B. ., Lenz, H.-J. ., Kindler, H. L. ., Hochster, H. S. ., Wadler, S. ., Hoff PM ., Kemeny, N. E. ., Hollywood, E. M. ., Gonen, M. ., Quinones, M. ., Morse, M. ., Chen, H. X. ., Hoff PM ., HOFF, P. M. . Randomized Phase II Trial of Cetuximab, Bevacizumab, and Irinotecan Compared With Cetuximab and Bevacizumab Alone in Irinotecan-Refractory Colorectal Cancer: The BOND-2 Study. Journal of Clinical Oncology, v. 25, p. 4557-4561, 2007.
USP;HOFF, Paulo Marcelo Gehm ;Hoff PM ., HOFF, P. M. ., Ellis, L. M. . In Reply. Journal of Clinical Oncology, v. 25, p. 4692-4692, 2007.
USP;KATAYAMA, Maria Lucia Hirata ;Trape, A. P. ., Katayama, M. L. H. ., ROELA, R. A. ., Brentani, H. ., Ravacci, G. R. ., de Araujo Lima, L. ., BRENTANI, M. M. . Gene Expression Profile in Response to Doxorubicin-Rapamycin Combined Treatment of HER-2-Overexpressing Human Mammary Epithelial Cell Lines. Molecular Cancer Therapeutics, v. 11, p. 464-474, 2012.
USP;KATAYAMA, Maria Lucia Hirata ;MARTIN, PATRICIA ., TEODORO, WALCY R. ., VELOSA, ANA PAULA P. ., DE MORAIS, JYMENEZ ., CARRASCO, SOLANGE ., CHRISTMANN, ROMY B. ., GOLDENSTEIN-SCHAINBERG, CLÁUDIA ., PARRA, EDWIN R. ., KATAYAMA, MARIA LÚCIA ., SOTTO, MIRIAN N. ., CAPELOZZI, VERA L. ., YOSHINARI, NATALINO H. . Abnormal collagen V deposition in dermis correlates with skin thickening and disease activity in systemic sclerosis. Autoimmunity Reviews, v. 11, p. 827-835, 2012.
USP;KATAYAMA, Maria Lucia Hirata ;FOLGUEIRA, M. A. A. K. ., SNITCOVISKY, I. M. L. ., VALLE, P. R. ., Katayama, M.L.H. ., Brentani, M Mitzi ., VIEIRA,RAC . Perfil transcricional e resposta à quimioterapia neoadjuvante em câncer de mama. Revista da Associação Médica Brasileira (1992. Impresso), v. 57, p. 353-358, 2011.
USP;KATAYAMA, Maria Lucia Hirata ;Santos, Rosângela Portilho Costa ., Benvenuti, Ticiana Thomazine ., Honda, Suzana Terumi ., Valle, Paulo Roberto ., Katayama, Maria Lucia Hirata ., Brentani, Helena Paula ., Carraro, Dirce Maria ., Rozenchan, Patrícia Bortman ., Brentani, Maria Mitzi ., Lyra, Eduardo Carneiro ., Torres, César Henrique ., Salzgeber, Marcia Batista ., Kaiano, Jane Haruko Lima ., Góes, João Carlos Sampaio ., Folgueira, Maria Aparecida Azevedo Koike . Influence of the interaction between nodal fibroblast and breast cancer cells on gene expression. Tumor Biology, v. 32, p. 145-157, 2011.
USP;KATAYAMA, Maria Lucia Hirata ;Velosa, Ana ., Teodoro, Walcy R ., dos Anjos, Daniel M ., Konno, Renata ., Oliveira, Cristiane C ., Katayama, Maria LH ., Parra, Edwin R ., Capelozzi, Vera L ., Yoshinari, Natalino H . Collagen V-induced nasal tolerance downregulates pulmonary collagen mRNA gene and TGF-beta expression in experimental systemic sclerosis. Respiratory Research, v. 11, p. 1, 2010.
USP;KATAYAMA, Maria Lucia Hirata ;Parra, E. R. ., Teodoro, W. R. ., de Morais, J. ., KATAYAMA, M. L. H. ., de Souza, R. ., Yoshinari, N. H. ., Capelozzi, V. L. . Increased mRNA expression of collagen V gene in pulmonary fibrosis of systemic sclerosis. European Journal of Clinical Investigation (Print), v. 40, p. 110-120, 2010.
USP;KATAYAMA, Maria Lucia Hirata ;MILANI, C. ., WELSH, J. ., Katayama, M.L.H. ., Lyra, E.C. ., Maciel, M.S. ., Brentani, M.M. ., Folgueira, M.A.A.K. . Human breast tumor slices: A model for identification of vitamin D regulated genes in the tumor microenvironment. Journal of Steroid Biochemistry and Molecular Biology, v. 121, p. 151-155, 2010.
USP;KATAYAMA, Maria Lucia Hirata ;BARROS FILHO, M. C. ., Katayama, M. L.H. ., Brentani, Helena ., ABREU, A. P. S. ., BARBOSA, E. M. ., OLIVEIRA, C. T. ., GOES, J. C. S. ., Brentani, M Mitzi ., Folgueira, M.A.A.K. . Gene trio signatures as molecular markers to predict response to doxorubicin cyclophosphamide neoadjuvant chemotherapy in breast cancer patients. Brazilian Journal of Medical and Biological Research (Impresso), v. 43, p. 1135-1244, 2010.
USP;LEITE, Claudia da Costa ;Del Favero, S. ., Roschel, Hamilton ., Solis, M. Y. ., Hayashi, A. P. ., Artioli, Guilherme Giannini ., Otaduy, Maria C. G. ., Benatti, F. B. ., Harris, R. C. ., Wise, J. A. ., LEITE, C. C. ., Pereira, Rosa Maria ., Sá-Pinto, A. L. ., Lancha Junior, Antonio Herbert ., GUALANO, B. . Beta-alanine (Carnosin TM) supplementation in elderly subjects (60-80 years): effects on muscle carnosie content and physical capacity. Amino Acids (Wien. Print), v. 43, p. 49-56, 2012.
USP;LEITE, Claudia da Costa ;Del Favero, S. ., Roschel, Hamilton ., Artioli, Guilherme ., Ugrinowitsch, Carlos ., Tricoli, Valmor ., Costa, AndrÃ ., Barroso, Renato ., Negrelli, Ana Lua ., OTADUY, M. C. G. ., LEITE, C. C. ., Lancha Junior, Antonio Herbert ., GUALANO, B. . Creatine but not betaine supplementation increases muscle phosphorylcreatine content and strength performance. Amino Acids (Wien. Print), v. 42, p. 2299-2305, 2012.
USP;LEITE, Claudia da Costa ;BERTOLA, D. R. ., Pereira, AC ., Brasil, AS ., Suzuki, L ., LEITE, C. C. ., Falzoni, R ., Tannuri, U ., Poplawski, AB ., Janowski, KM ., Kim, CA ., Messiaen, LM . Multiple, diffuse schwannomas in RASopathy phenotype patient with germline KRAS mutation: a cusal relationship?. Clinical Genetics, v. 81, p. 595-597, 2012.
USP;LEITE, Claudia da Costa ;Pereira, Leonardo Victor Barbosa ., Seguro, Antonio Carlos ., Andrade, Lúcia ., Leite, Cláudia Costa ., Shimizu, Maria Heloisa Massola ., Rodrigues, Lina Paola Miranda Ruiz . N-Acetylcysteine Protects Rats with Chronic Renal Failure from Gadolinium-Chelate Nephrotoxicity. Plos One, v. 7, p. e39528, 2012.
USP;LEITE, Claudia da Costa ;LEITE, CLÁUDIA DA COSTA . A critical view of magnetic resonance imaging in the evaluation of motor neuron diseases. Arquivos de Neuro-Psiquiatria (Impresso), v. 70, p. 485-486, 2012.
USP;LEITE, Claudia da Costa ;NASCIMENTO, S. C. ., Park, Eun J. ., Lyra, Katarina Paz ., CASTRO, L. H. M. ., Valério, Rosa M. F. ., ROSA, C. L. ., PASSARELLI, V. ., Otaduy, Maria C. G. ., LEITE, C. C. . Diferenças metabólicas no hipocampo contralateral entre pacientes concordantes e discordantes na esclerose mesial temporal (EMT): avaliação com espectroscopia por ressonância magnética. Journal of Epilepsy and Clinical Neurophysiology (Impresso), v. 18, p. 67-69, 2012.
USP;LEITE, Claudia da Costa ;MONTALVERNE FILHO, Francisco Edward F ., MACHADO, Luis R ., LUCATO, Leandro T ., LEITE, C. C. . The role of 3D volumetric MR sequences in diagnosing intraventricular neurocysticercosis. Arquivos de Neuro-Psiquiatria (Impresso), v. 69, p. 74-78, 2011.
USP;LEITE, Claudia da Costa ;Andrade, Celi S ., LEITE, C. C. . Malformations of cortical development- Current Concepts and advanced neuroimaging review. Arquivos de Neuro-Psiquiatria (Impresso), v. 69, p. 130-138, 2011.
USP;LEITE, Claudia da Costa ;Gualano, Bruno ., Salles Painelli, Vitor ., Roschel, Hamilton ., Lugaresi, Rebeca ., Dorea, Egidio ., Artioli, Guilherme Giannini ., Lima, Fernanda Rodrigues ., Silva, Maria Elizabeth Rossi ., Cunha, Maria Rosária ., Seguro, Antonio Carlos ., Shimizu, Maria Heloisa ., Otaduy, Maria Concepción García ., Sapienza, Marcelo Tatit ., Costa Leite, Cláudia ., Bonfá, Eloisa ., Lancha Junior, Antonio Herbert . Creatine supplementation does not impair kidney function in type 2 diabetic patients: a randomized, double-blind, placebo-controlled, clinical trial. European Journal of Applied Physiology (Print), v. 111, p. 749-756, 2011.
USP;LEITE, Claudia da Costa ;CABRERA, H. N. ., ALMEIDA. A. N. ., SILVA, C. C. ., FONOFF, E. T. ., MARTIN, Maria da Graça ., LEITE, C. C. ., TEIXEIRA, Manoel Jacobsen . Use of intraoperative MRI for resection of gliomas. Arquivos de Neuro-Psiquiatria (Impresso), v. 69, p. 949-953, 2011.
USP;LEITE, Claudia da Costa ;Andrade, Celi S. ., Otaduy, Maria C. G. ., Valente, Kette D. R. ., Maia, Danilo F. ., Park, Eun J. ., Valério, Rosa M. F. ., Tsunemi, Miriam H. ., Leite, Claudia C. . Phosphorus magnetic resonance spectroscopy in malformations of cortical development. Epilepsia (Copenhagen), v. 52, p. 2276-2284, 2011.
USP;LEITE, Claudia da Costa ;GASPARETTO, Emerson L ., LEITE, C. C. . Insuficiência venosa cérebro-espinhal crônica e esclerose múltipla. RB. Radiologia Brasileira (Impresso), v. 44, p. V-VI, 2011.
USP;LEITE, Claudia da Costa ;GUALANO, B. ., Salles Painelli, Vitor ., Roschel, Hamilton ., Artioli, Guilherme Giannini ., Junior, Manoel Neves ., Lúcia de Sá Pinto, Ana ., Rossi da Silva, Maria Elizabeth ., OTADUY, M. C. G. .,LEITE, C. C. ., Ferreira, Júlio César ., Pereira, Rosa Maria ., Brum, Patrícia Chakur ., Bonfá, Eloisa ., Lancha, Antonio Herbert . Creatine in type 2 diabetes: a arandomized, double-blind, placebo-controlled trial. Medicine and Science in Sports and Exercise, v. 43, p. 770-778, 2011.
USP;LEITE, Claudia da Costa ;TERRONI, Luisa M N ., AMARO JR, Edson ., Iosifescu, D. V. ., Tinone, G ., SATO, J. R. ., LEITE, C. C. ., Sobreiro, M. F. M. ., Lucia, M. C. S. ., SCAFF, Milberto ., FRÁGUAS JÚNIOR, Renério . Stroke lesion in cortical neural circuits and post-stroke incidence of major depressive episode: a $-month prospective study. The World Journal of Biological Psychiatry, v. 12, p. 539-548, 2011.
USP;LEITE, Claudia da Costa ;Rimkus, Carolina de Medeiros ., Junqueira, Thiago de Faria ., Lyra, Katarina Paz ., Jackowski, Marcel P. ., Machado, Melissa A. R. ., Miotto, Eliane C. ., CALLEGARO, Dagoberto ., Otaduy, Maria Concepción García ., Leite, Claudia da Costa . Corpus Callosum Microstructural Changes Correlate with Cognitive Dysfunction in Early Stages of Relapsing-Remitting Multiple Sclerosis: Axial and Radial Diffusivities Approach. Multiple Sclerosis International, v. 2011, p. 1-7, 2011.
USP;LEITE, Claudia da Costa ;Terribili D ., Schaufelberger, M S ., Duran, F L S ., ZANETTI, M. V. ., Curiati, PK ., MENEZES, Paulo Rossi ., Scazufca, M ., AMARO JÚNIOR, Edson ., LEITE, C. C. ., BUSATTO, G. F. . Age-related gray matter volume changes in the brain during non-elderly adulthood. Neurobiology of Aging, v. 32, p. 354-368, 2011.
USP;LEITE, Claudia da Costa ;Nicastro, Humberto ., Salvi GuimarÃ es, Fabiana ., Moraes, Wilson Max Almeida Monteiro ., Santos Costa, Andre ., Luz, Claudia Ribeiro ., Salles Painelli, Vitor ., Lancha Junior, A. H. ., Lancha, Antonio Herbert ., Brum, Patricia Chakur ., Medeiros, Alessandra ., LEITE, C. C. . Effects of creatine supplementation on muscle wasting and glucose homeostasis in rats treated with dexamethasone. Amino Acids (Wien. Internet), v. yy, p. yy, 2011.
USP;LEITE, Claudia da Costa ;Leite, Claudia C. . Papel mdos métodos de imagem no trauma. Revista de Medicina (USP), v. 90, p. 155-156, 2011.
USP;LEITE, Claudia da Costa ;Oliveira Jr, Pedro Paulo de MagalhÃ es ., VALENTE, Kette Dualibi ., Shergill, Sukhwinder S. ., Leite, Claudia da Costa ., AMARO JR, Edson . Cortical Thickness Reduction of Normal Appearing Cortex in Patients with Polymicrogyria. Journal of Neuroimaging, v. 20, p. 46-52, 2010.
USP;LEITE, Claudia da Costa ;Santos Andrade, C. ., Tavares Lucato, L. ., da Graca Morais Martin, M. ., Joaquina Marques-Dias, M. ., Antonio Pezzi Portela, L. ., Scarabotolo Gattas, G. ., da Costa Leite, C. . Non-alcoholic Wernicke's encephalopathy: broadening the clinicoradiological spectrum. British Journal of Radiology, v. 83, p. 437-446, 2010.
USP;LEITE, Claudia da Costa ;ANDRADE, D. C. ., Rodrigues C L ., Abraham R ., CAstro L H M ., Livramento A ., MACHADO, Luis R ., LEITE, C. C. ., CARAMELLI, Paulo . Cognitive impairment and dementia in neurocyscticercosis. Neurology (Cleveland, Ohio), v. 74, p. 1288-1294, 2010.
USP;LEITE, Claudia da Costa ;Leite, C.C. . Fibrose Nefrogênica Sistêmica: novas diretrizes. RB. Radiologia Brasileira (Impresso), v. 43, p. V-VI, 2010.
USP;LEITE, Claudia da Costa ;CIRÍACO, Jovana Gobbi Marchesi ., da Costa Leite, Claudia ., da Graça Morais Martin, Maria ., Barros, Cristiano Venturim ., Puglia Jr., Paulo ., Caldas, José Guilherme Pereira ., SCAFF, Milberto ., Conforto, Adriana Bastos . Basilar artery occlusive disease in stroke survivors in a multiethnic population?. Clinical Neurology and Neurosurgery (Dutch-Flemish ed.), v. 112, p. 233-236, 2010.
USP;LEITE, Claudia da Costa ;Gutierrez, Leonardo Guilhermino ., Rovira, Àlex ., Portela, Luiz Antonio Pezzi ., Leite, Claudia da Costa ., LUCATO, Leandro Tavares . CT and MR in non-neonatal hypoxic ischemic encephalopathy: radiological findings with pathophysiological correlations. Neuroradiology (Berlin. Print), v. 52, p. 949-976, 2010.
USP;LEITE, Claudia da Costa ;EMBIRUCU, E. K. ., OTADUY, M. C. G. ., TANEJA, A. K. ., LEITE, C. C. ., Kok, F. ., Lucato, L. T. . MR Spectroscopy Detects Lipid Peaks in Cerebrotendinous Xanthomatosis. American Journal of Neuroradiology, v. 31, p. 1347-1349, 2010.
USP;LEITE, Claudia da Costa ;Abraham R ., LIVRAMENTO, J. A. ., LEITE, C. C. ., PARDINI, A. X. ., Vaz AJ ., MACHADO, Luis R . Neurocysticecosis-Relation between Taenia antigen levels in CSF and MRI. Arquivos de Neuro-Psiquiatria (Impresso), v. 68, p. 7-11, 2010.
USP;LEITE, Claudia da Costa ;leonardo p capelli ., GONÇALVES, M. R. ., LEITE, C. C. ., BARBOSA, E. R. ., NITRINI, Ricardo ., Angela M Vianna-Morgante . The fragile x-associated tremor and ataxia syndrome (FXTAS). Arquivos de Neuro-Psiquiatria (Impresso), v. 68, p. 791-798, 2010.
USP;LEITE, Claudia da Costa ;Cerqueira, C. T. ., Almeida. Jorge R. C. ., SATO, J. R. ., Gorestein, C. ., GENTIL, V. ., LEITE, C. C. ., AMARO JR, Edson ., BUSATTO FILHO, G. . Cognitive control associated with irritability induction: an autobiographical recall fMRI study. Revista Brasileira de Psiquiatria (São Paulo. 1999. Impresso), v. 32, p. 109-118, 2010.
USP;LEITE, Claudia da Costa ;Franca, M. M. ., JORGE, A. A. L. ., CARVALHO, L. R. S. ., Costalonga, E. F. ., Vasques, G. A. ., LEITE, C. C. ., Mendonca, B. B. ., Arnhold, I. J. P. . Novel Heterozygous Nonsense GLI2 Mutations in Patients with Hypopituitarism and Ectopic Posterior Pituitary Lobe without Holoprosencephaly. The Journal of Clinical Endocrinology and Metabolism, v. 95, p. E384-E391, 2010.
USP;LEITE, Claudia da Costa ;Chaim, T. M. ., Schaufelberger, M S ., Ferreira, L. K. ., Duran, F.L.S. ., Ayres, A.M. ., Scazufca, M ., MENEZES, Paulo Rossi ., AMARO JR, Edson ., LEITE, C. C. ., MURRAY, R. M. ., MCGUIRE, P. K. ., Rushe, T. M. ., BUSATTO, G. F. . Volume reduction of the corpus callosum and its relationship with deficits in interhemispheric transfer of information in recent-onset psychosis. Psychiatry Research (Print), v. 184, p. 1-9, 2010.
USP;LEITE, Claudia da Costa ;LEITE, C. C. . Ressonância magnética na doença de Alzheimer. Alzheimer em foco, v. 1, p. 9-11, 2010.
USP;LEITE, Claudia da Costa ;GONZALEZ-TOLEDO, E. ., Andrade, C S ., LEITE, C. C. ., DEL-CARPIO-ODONOVAN, E. ., FAYED, N. ., MORALES, H. ., PETERSON, R. ., PALACIOS, E. ., PREVIGLIANO, C. H. ., ROCHA, A. J. ., ROMERO, J. M. ., RUGILO, C. ., STAUT, C. C. V. ., TAMER, I. ., Lucato, L. T. ., NADER, M. . An atlas of infectious and parasitic diseases of the central nervous system. Rivista di Neuroradiologia (Cessou em 2006. Cont. ISSN 1971-4009 The Neuroradiology Journal), v. 23, p. 554-573, 2010.
USP;MANO, Max Senna ;Kalil, R ., LA, H. ., Bacal, F ., Hoff PM ., Diz Mdel P ., FR, G. ., Fukushima J ., JP, A. ., MANO, M. S. ., Riechelmann RS, et al . I Diretriz Brasileira de Cardio-Oncologia da Sociedade Brasileira de Cardiologia. Arquivos Brasileiros de Cardiologia (Impresso), v. 96, p. 1-52, 2011.
USP;MANO, Max Senna ;Gianni, L ., Dafni, U ., Gelber, RD ., Azambuja, E ., Muehlbauer, S ., Goldhirsch, A ., Untch, M ., Smith, I ., Baselga, J ., Jackisch, C ., Cameron, D ., MANO, M. S. ., AL, E. . Herceptin Adjuvant (HERA) Trial Study Team.Treatment with trastuzumab for 1 year after adjuvant chemotherapy in patients with HER2-positive early breast cancer: a 4-year follow-up of a randomised controlled trial. Lancet Oncology, v. 12, p. 236-244, 2011.
USP;MANO, Max Senna ;SERONT, E ., MAZZEO, F ., MANO, M ., STERCKX, M ., HUMBLET, Y ., MACHIELS, JP ., BAURAIN, JF . NEW DRUGS IN MEDICAL ONCOLOGY: NEW DIFFICULTIES TO DISTINGUISH DRUG-INDUCED SIDE EFFECTS FROM CANCER COMPLICATIONS: A CASE-REPORT. Acta Clinica Belgica (English ed.), v. 66, p. 426-428, 2011.
USP;MANO, Max Senna ;KALIL FILHO, R. ANDRADE, J. P. HAJJAR, L. A. FUKUSHIMA, JJulia Tizue Fukushima . T. GALAS, F. R. B. G. ALMEIDA, J. P. BACAL, F. HOFF, P. G. DIZ, M. P. E. ARAI, R. J. NAKAMURA, R. E. TRIELLI, T. R. BITTAR, C. S. SANTOS, M. H. GALDEANO, F. G. AULER JUNIOR, J. O. C. SILVESTRINI, A. A. ALENCAR, A. MOTA, A. C. A. GUSMAO, C. A. B. ALMEIDA, D. R. SIMOES, C. M. BOCCHI, E. A. LIMA, E. M. FERNANDES, F. , et al. ., I Brazilian Guideline for Cardio-Oncology from Sociedade Brasileira de Cardiologia. Arquivos Brasileiros de Cardiologia, v. 96, p. 1-52, 2011.
